jpg,No,ユニット名,レア,BP,属性,HP,攻撃,防御,速度,総合,スキル,スキル説明,UF,UF説明,タクティクス1,タクティクス1説明,タクティクス2,タクティクス2説明,特性,サポート効果
2233.jpg,2233,ルナ,UR,16,遠,"25,415","8,685","8,374",SS1,"42,474",浄化の一撃／煌,単体固定ﾀﾞﾒｰｼﾞ[極大]+味方ｽﾃｰﾀｽDOWN解除,-,　,オラトリオ／鳳,強襲無効、攻撃力・スキル発動率極大UP＆ユニット1体をタレント状態にする(5分間),エース／煌,パーティ全体の攻・防が特大UP(3分間),斬紅烈撃／真,-
2234.jpg,2234,ゲール,SSR,14,遠,"19,084","6,959","6,331",S+,"32,374",強奪者の雷／煌,単体攻撃（宝箱優先／追加ダメージ）[特大],-,　,オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,　,-,遠属性攻撃力小アップ
2236.jpg,2236,アルーシャ,UR,16,斬,"22,009","10,443","8,500",SS+,"40,952",対蒼の薙風／鳳,突に強く斬に弱い横一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),フォースオブウィッシュ／絶,騎士団全員のBPを大回復,防壁の装衣,-
2238.jpg,2238,ヴィルヘルム,UR,16,打,"30,815","8,833","12,138",SS-,"51,786",天魔幻の閃光／煌,縦一列攻撃[特大]自分の攻撃力UP[特大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),堅守,-
2240.jpg,2240,フォルク,SSR,14,遠,"18,521","7,015","6,312",S+,"31,848",遠翠の天威,味方遠属性の攻撃力をUP[極大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),-,　,-,遠属性攻撃力中アップ
2241.jpg,2241,フロリーヌ,SSR,14,突,"19,000","6,021","6,396",SS+,"31,417",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),-,　,-,突属性攻撃力小アップ
2242.jpg,2242,シグマ,UR,16,突,"26,019","7,886","10,132",SS7,"44,037",突鋭の六連撃／絶,ﾗﾝﾀﾞﾑ6連続攻撃[大][低確率]でﾀﾞﾒｰｼﾞ2倍,-,　,ストリーム／煌,パーティ全体の攻撃力・速度が特大UP＆ユニット1体をタレント状態にする(5分間),アクセラレーター／煌,パーティ全体の速度が大UP(4分間),神気／真,-
2244.jpg,2244,メルフィ,SSR,14,斬,"18,299","8,278","6,665",S,"33,242",斬紅の天威,味方斬属性の攻撃力をUP[極大],-,　,オラトリオ／絶,騎士団全体のスキル発動率が中UP(3分間),-,　,-,斬属性防御力中アップ
2246.jpg,2246,アンリエット,UR,16,打,"31,018","8,780","12,856",SS-,"52,654",地幻光の交叉線／鳳,X字型攻撃[極大]自分の防御力UP[極大],-,　,ブリッツ／煌,強襲CBの発生確率・強襲時獲得ポイント特大UP＆ユニット1体をタレント状態にする(3分間),キャッスルウィークネス／絶,対戦騎士団の城強度Lvが大DOWN(3分間),練気／真,-
2248.jpg,2248,リウィア,UR,16,遠,"26,797","8,833","8,207",SS1,"43,837",癒やしの光／鳳,最もダメージが多い味方1人のHP回復[極大],-,　,ディバインエトワール／鳳,パーティ全体の攻防大UP・最大TP小UP＆ユニット1体をタレント状態にする(5分間),オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),光芒の練気,-
2250.jpg,2250,レファルド,UR,16,突,"25,575","7,592","10,104",SS4,"43,271",対紫の突風／鳳,打に強く遠に弱い縦一列攻撃[極大],-,　,オラクル／鳳,パーティ全体のスキル発動率が特大UP＆ユニット1体をタレント状態にする(5分間),シャドウ／絶,バトル時の強襲CB率が大UP(3分間),闘気,-
2252.jpg,2252,ガレアス,UR,16,打,"29,293","8,517","12,000",SS-,"49,810",紫打の玲瓏,味方打属性の攻撃力をUP[超極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),フォートレス／煌,パーティ全体の防御力が特大UP(3分間),練気,-
2253.jpg,2253,リーベ,SSR,14,突,"19,002","6,040","6,404",SS+,"31,446",焔幻の一閃／煌,横一列に攻撃[特大],-,　,アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,　,-,突属性防御力小アップ
2254.jpg,2254,サミュ,SSR,14,遠,18815,7120,6215,S+,"32,150",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),-,　,-,遠属性防御力中アップ
2255.jpg,2255,キアラ,UR,16,打,"30,318","9,014","12,036",SS-,"51,368",地雷幻の一撃／鳳,敵単体攻撃[極大]自分の防御力UP[極大],-,　,グラビティアサルト／鳳,パーティ全体の攻撃力極大UP・速度大DOWN＆ユニット1体をタレント状態にする(3分間),エンダーブレイク／煌,騎士団スコア特大UP・キリ番CB最大値UP(3回),-,打属性攻撃力大アップ
2256.jpg,2256,ユリーカ,UR,16,遠,"26,323","8,675","8,812",SS1,"43,810",治癒の一撃／煌,単体固定ダメージ[特大]+味方状態異常解除,-,　,バーサク／煌,強襲が発生無効、バトル時に攻・防特大UP＆ユニット1体をタレント状態にする(3分間),リコントラクト／煌,バトルで敵を全滅するとBPが特大回復・TPが中回復(3分間),窮地の癒し,-
2257.jpg,2257,ルアーナ,SSR,14,打,"22,173","6,129","8,103",A+,"36,405",幻光の交叉線／煌,X字型に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),-,　,-,打属性防御力小アップ
2259.jpg,2259,グリンド,UR,16,斬,21312,10091,8430,SS+,"39,833",斬紅の玲瓏,味方斬属性の攻撃力をUP[超極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),ポイントライズ／煌,獲得する騎士団戦スコアが特大アップ(バトル3回),闘気,-
2261.jpg,2261,ルイズ,UR,16,遠,25361,8421,8039,SS1,"41,821",対蒼の薙風／鳳,突に強く斬に弱い横一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),スラッシャー／煌,キリ番キャッスルブレイク時の獲得ポイント特大UP(3回),練気,-
2264.jpg,2264,カエサル,SSR,13,斬,"16,793","7,652","5,383",A+,"29,828",対翠の突風／絶,遠に強く打に弱い縦一列攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
2265.jpg,2265,カエサル,UR,14,斬,"19,180","8,660","6,318",S,"34,158",対翠の突風／煌,遠に強く打に弱い縦一列攻撃[特大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
2266.jpg,2266,カエサル,UR,15,斬,"21,337","9,252","7,474",SS-,"38,063",対翠の突風／煌,遠に強く打に弱い縦一列攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エクスターライズ／真,騎士団全体の攻・防が大UP(3分間),-,-
2267.jpg,2267,カエサル,UR,16,斬,"22,181","10,279","8,345",SS+,"40,805",対翠の突風／鳳,遠に強く打に弱い縦一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),エクスターライズ／絶,攻撃回数が多いほどバトル獲得スコアが大UP(3分間),不屈の闘気,-
2269.jpg,2269,エルザ,SSR,14,斬,17451,8352,6499,S,"32,302",対紅の突風／煌,斬に強く突に弱い縦一列攻撃[特大],-,　,グラビティアサルト／絶,パーティ全体の攻撃力大UP・速度大DOWN(3分間),-,　,-,斬属性攻撃力中アップ
2271.jpg,2271,デフロット,UR,16,突,26004,7648,10196,SS4,"43,848",孤撃の言霊／鳳,一定確率でてきを範囲不可にする[超超高確率],-,　,アクセラレーター／鳳,パーティ全体の速度が大UP＆ユニット1体をタレント状態にする(5分間),ディバインスラスト／煌,パーティの攻撃力大UP・最大TP小UP(5分間),闘気／真,-
2273.jpg,2273,トト,UR,16,打,30221,8662,12530,SS-,"51,413",対蒼の縦十字／煌,突に強く斬に弱い十字型攻撃[特大],-,　,ランページ／鳳,バトルで獲得する騎士団戦スコアが極大アップ＆ユニット1体をタレント状態にする(3分間),オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),防壁／真,-
2275.jpg,2275,ショコラ,UR,16,遠,27163,8800,9109,SS1,"45,072",地幻射の六連撃／絶,ランダム6連続攻撃[大]自分の防御力UP[大],-,　,エース／鳳,パーティ全体の攻・防が極大UP＆ユニット1体をタレント状態にする(3分間),フォートレスオーダー／絶,騎士団全体の防御力が大UP(3分間),不撓不屈,-
2276.jpg,2276,カルディナ,UR,16,突,27264,7651,11101,SS4,"46,016",地幻神の七連撃／絶,ランダム7連続攻撃[大]自分の防御力UP[大],-,　,エクスターライズ／煌,攻撃回数が多いほどバトル獲得スコアが特大UP＆ユニット1体をタレント状態にする(3分間),バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),一閃／真,-
2277.jpg,2277,バカラック,UR,16,打,27517,7501,10543,SS-,"45,561",対蒼の突風／鳳,突に強く斬に弱い縦一列攻撃[極大],-,　,フォートレス／鳳,パーティ全体の防御力が極大UP＆ユニット1体をタレント状態にする(3分間),アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),闘気,-
2278.jpg,2278,マーヴェル,UR,16,遠,25233,8504,8249,SS1,"41,986",強奪者の閃光／鳳,縦一列攻撃（宝箱優先／追加ダメージ）[極大],-,　,ディバインスラスト／鳳,パーティの攻撃力大UP・最大TP小UP&ユニット1体をタレント状態にする(5分間),ポイントライズ／煌,獲得する騎士団戦スコアが特大アップ(バトル3回),練気,-
2280.jpg,2280,ガルガイラス,UR,16,突,25015,7612,11032,SS4,"43,659",対紅の薙風／鳳,斬に強く突に弱い横一列攻撃[極大],-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),ポイントライズ／煌,獲得する騎士団戦スコアが特大アップ(バトル3回),練気,-
2282.jpg,2282,ラトゥーム,UR,16,遠,25516,8356,8009,SS1,"41,881",遠翠の玲瓏,味方遠属性の攻撃力をUP[超極大],-,　,オラクル／鳳,パーティ全体のスキル発動率が特大UP＆ユニット1体をタレント状態にする(5分間),スラッシャー／煌,キリ番キャッスルブレイク時の獲得ポイント特大UP(3回),闘気,-
2284.jpg,2284,メルフィ,UR,16,斬,23019,10222,8474,SS3,"41,715",地幻氷の縦十字／鳳,十字型攻撃[極大]自分の防御力UP[極大],-,　,タランテラ／鳳,パーティ全体のスキル発動率が特大UP・速度大UP＆ユニット1体をタレント状態にする(5分間),オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),斬紅の闘気,-
2286.jpg,2286,テレジア,UR,16,突,26303,7753,11378,SS4,"45,434",突鋭の六連撃／絶,ﾗﾝﾀﾞﾑ6連続攻撃[大][低確率]でﾀﾞﾒｰｼﾞ2倍,-,　,アサルト／鳳,パーティ全体の攻撃力が極大UP＆ユニット1体をタレント状態にする(3分間),エースオーダー／絶,騎士団全体の攻・防が大UP(3分間),光芒の練気,-
2288.jpg,2288,アンリエット,SSR,14,打,22087,6606,7553,A+,"36,246",紫打の神威,味方打属性の攻撃力をUP[特大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),-,　,-,打属性攻撃力中アップ
2290.jpg,2290,オルタンス,UR,16,遠,27091,8507,9244,SS1,"44,842",天幻射の五連撃／絶,ランダム5連続攻撃[大]自分の攻撃力UP[大],-,　,ディバインエトワール／鳳,パーティ全体の攻防大UP・最大TP小UP＆ユニット1体をタレント状態にする(5分間),ストリーム／絶,パーティ全体の攻撃力・速度が大UP(3分間),練気／真,-
2291.jpg,2291,リウィア,UR,16,遠,27222,8701,9106,SS1,"45,029",天幻瞑の包囲陣／鳳,敵全体攻撃[極大]自分の攻撃力UP[極大],-,　,ランページ／鳳,バトルで獲得する騎士団戦スコアが極大アップ＆ユニット1体をタレント状態にする(3分間),エースオーダー／絶,騎士団全体の攻・防が大UP(3分間),窮地の癒し／真,-
2292.jpg,2292,ミリアーナ,SSR,14,突,19072,6310,6089,SS+,"31,471",焔幻の一閃／煌,横一列に攻撃[特大],-,　,アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,　,-,突属性攻撃力小アップ
2294.jpg,2294,ジナーチェ,UR,16,斬,22105,11000,8203,SS+,"41,308",地雷幻の一撃／鳳,敵単体攻撃[極大]自分の防御力UP[極大],-,　,グラビティアサルト／鳳,パーティ全体の攻撃力極大UP・速度大DOWN＆ユニット1体をタレント状態にする(3分間),エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),不屈の闘志／真,-
2296.jpg,2296,ジョルジオ,UR,16,打,30511,8652,12906,SS-,"52,069",地幻光の交叉線／鳳,X字型攻撃[極大]自分の防御力UP[極大],-,　,フォートレスオーダー／煌,騎士団全体の防御力が特大UP＆ユニット1体をタレント状態にする(3分間),フォースオブウィッシュ／絶,騎士団全員のBPを大回復,紫打の練気,-
2298.jpg,2298,ピアーネ,SSR,14,遠,18605,6900,6300,S+,"31,805",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),-,　,-,遠属性攻撃力中アップ
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,
